Label,String,Translation
R1_StairsKinopio_MSG_Hammer,"STAHP!", 
R1_Cafe_HEI04_01,"Dude, if that knife and fork on the
sign fell off... Eeeeeeh...
I don't even want to think about it.", 
R1_House_In01,"Oh, Mario!", 
R1_House_In02,"I hope those Toads realize breaking
and entering is a crime!
Can't you, like...arrest them or
something? You're Mario!", 
R1_House_In03,"They said the door was jammed,
but it's totally fine. I think they
were just lonely.  But they gave my house a fresh coat
of paint on their way out, so I'm not
gonna press charges.", 
R1_Rescue_Leader01_2,"We received reports that people are
having trouble getting past this cliff.", 
R1_House_Group01,"FINALLY!", 
R1_RollGround_MSG_KINOPIO01,"Look, Mario. You may have saved all
of our lives countless times, but that
doesn't mean you can cut in line.", 
R1_Rescue_Leader01_3,"Unfortunately, none of my three
squaddies have arrived yet.
They should've been here by now!  If you run into any purple squaddies
anywhere, send them my way,
yeah?  Over and out!", 
R1_House_Group02,"I'm free!", 
R1_Rescue_Leader01_4,"We mobilized to see if we can find a
way to scale it.", 
R1_RollGround_MSG_Signboard01,"- Beware the Paint Thieves! -", 
R1_PartyTalk_PHEI01,"Take me back to the Paint Star,
and I'll repaint it. I'll follow you.", 
R1_RollGround_MSG_KINOPIO03,"They rolled up Ruddy Road! 
My café is sky-high!  What am I supposed to do now?
Someone probably already owns the
trademark for Sky-High Café!", 
R1_Rescue_Leader01_5,"Unfortunately, none of my three
squaddies have arrived yet.
They should've been here by now!  If you see any purple Rescue Squad
members at our HQ in Port Prisma,
please tell them to meet me here!  Over and out!", 
R1_RollGround_MSG_KINOPIO04,"Looks like it's stuck to the ground
somehow. It's no use hitting it from
this side.", 
R1_FirstEvent_Painky01,"This is where the red Mini Paint Star
led us. Ruddy Road!   OK, Mario.
Let's look for the next Paint Star!", 
R1_RollGround_MSG_KINOPIO03_2nd,"Can't you, I don't know, unroll the
ground somehow, Mario?", 
R1_SwitchPlaces_TNKinopio01,"Oh, this place is perfect!
No people around at all!
This is a real sad mess of a café!", 
R1_SwitchPlaces_TNKinopio02,"Beautiful.
Thanks for telling me about this
café, Mario.  This should cover your finder's fee.", 
R1_FindStar_Painky01,"There it is! There's a Mini Paint Star
over there!", 
R1_Rescue_Step01,"3", 
R1_Rescue_Step02,"2", 
R1_MayimMayim_HEI01,"We dances in circles,
We slurps up da paint!
If you think that's yer business, 
Trust me, it ain't!", 
R1_FindStar_Painky03,"THAT PUNK!", 
R1_Rescue_Step03,"1", 
R1_MayimMayim_Painky01,"What the heck is going on here?!", 
R1_FindStar_Painky04,"After him!
We'll make him pay for this...", 
R1_Rescue_Step04,"Captain!", 
R1_MayimMayim_Painky02,"They're making a break for it!", 
R1_RollGround_MSG_PHEI03_2,"You'll probably want to supervise me
to make sure I don't try anything
funny.", 
R1_Cafe_HEI01_01,"I got nervous having so many people
in line behind me, so I just ordered
the first thing on the menu...", 
R1_House_In01_2,"I was just lounging around my house
when all of a sudden a gaggle of
Toads forced their way in!  There wasn't any space left, so I had
to cram myself into that bureau.
IN MY OWN HOUSE!  Looks like they all left though.
Thanks for getting them out of here.
Here, take this!", 
R1_Dash_Kinopio01,"No one messes with my café and
gets away with it!", 
