"Label","String","Translation"
"B2_Stray_Kinopio01","That Oceanfest thing is going to
start soon. Have fun, conformists!","That Oceanfest thing is going to
start soon. Have fun, conformists!"
"B2_BigWave_BlueWiseman01_2","Relax, guys. You act like you've
never met a surf legend before.","Relax, guys. You act like you've
never met a surf legend before."
"B2_Shuffle_BeforeShuffleC","Why, yes—I AM a Toad.","Why, yes—I AM a Toad."
"B2_AfterGame_MC","Please enjoy Blissful Beach to your
heart's content.","Please enjoy Blissful Beach to your
heart's content."
"B2_Stray_Kinopio02","Looks like Oceanfest has started.  But I'm not into the festival scene.
I'm just gonna walk around by myself
and look cool.","Looks like Oceanfest has started.  But I'm not into the festival scene.
I'm just gonna walk around by myself
and look cool."
"B2_PrivateBeach_Painky01","Mario, I can't experience true bliss
with all this sun on me.","Mario, I can't experience true bliss
with all this sun on me."
"B2_Shuffle_BeforeShuffleD","Maybe I've got the key, maybe I
don't.","Maybe I've got the key, maybe I
don't."
"B2_BeachWalk_KinopioD02","Ready for a Toad and Go Seek hint?
Here it is:
the trick is to seek Toads.","Ready for a Toad and Go Seek hint?
Here it is:
the trick is to seek Toads."
"B2_Stray_Kinopio03","The Oceanfest is over?
That's too bad...  With everyone else partying, it was
the perfect time to be a cool and
mysterious outsider.","The Oceanfest is over?
That's too bad...  With everyone else partying, it was
the perfect time to be a cool and
mysterious outsider."
"B2_PrivateBeach_Painky02","The gentle roar of the waves...
The salty sea air...
This is the life!  With the Big Paint Stars being lost
and everything that's happened
since...  I haven't really had any ME time.","The gentle roar of the waves...
The salty sea air...
This is the life!  With the Big Paint Stars being lost
and everything that's happened
since...  I haven't really had any ME time."
"B2_Search_Shell01","I got in here to hide, and then the
shell closed on me! ","I got in here to hide, and then the
shell closed on me! "
"B2_Shuffle_BeforeShuffleE","Don't mess this up, OK?","Don't mess this up, OK?"
"B2_BeachWalk_KinopioD03","There isn't mush room near the stage,
so I'm just gonna chill here and
watch the waves crash.","There isn't mush room near the stage,
so I'm just gonna chill here and
watch the waves crash."
"B2_Stray_Kinopio04","Look at those clowns over there,
enjoying one another's company.
At least I look cool pacing back and
forth by myself!","Look at those clowns over there,
enjoying one another's company.
At least I look cool pacing back and
forth by myself!"
"B2_PrivateBeach_Painky03","Man, they weren't lying.
I feel totally blissed out!  Looks like you are too, Mario!
You look refreshed!","Man, they weren't lying.
I feel totally blissed out!  Looks like you are too, Mario!
You look refreshed!"
"B2_Search_Shell02","Ugh... My hair is totally messed up
now.","Ugh... My hair is totally messed up
now."
"B2_BeachWalk_KinopioA","Oceanfest in Bloo Bay Beach!
Wooooooo!","Oceanfest in Bloo Bay Beach!
Wooooooo!"
"B2_BeachWalk_KinopioD04","Toad Shuffle? Huh.
It's so far away, I really couldn't
tell what they were doing.","Toad Shuffle? Huh.
It's so far away, I really couldn't
tell what they were doing."
"B2_Entrance_Kinopio00","Yo, Mario!","Yo, Mario!"
"B2_Stray_Kinopio05","*sigh*
I'm so lonely...","*sigh*
I'm so lonely..."
"B2_Treasure_Kinopio01","Gah! Where is it?!  There's a rumor that some legendary
pirate captain hid his treasure
somewhere around here.  I've been looking around for a hidden
switch or something, but I guess it's
just a legend...","Gah! Where is it?!  There's a rumor that some legendary
pirate captain hid his treasure
somewhere around here.  I've been looking around for a hidden
switch or something, but I guess it's
just a legend..."
"B2_PrivateBeach_Painky04","I really do love the ocean...","I really do love the ocean..."
"B2_Shuffle_RetryKinopioA","Tough luck.","Tough luck."
"B2_BeachWalk_KinopioB","I wonder what kind of palent
we'll see at the event this year.  Huh? Oh, ""palent"" is short for
paper talent. Get with the
times, grandpa.","I wonder what kind of palent
we'll see at the event this year.  Huh? Oh, ""palent"" is short for
paper talent. Get with the
times, grandpa."
